18.3333 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
393.9350 	DATA 	Keypress: space
394.1291 	DATA 	Keypress: space
394.2349 	DATA 	Keypress: space
394.3538 	DATA 	Keypress: space
394.4799 	DATA 	Keypress: space
394.6817 	DATA 	Keypress: space
394.7518 	DATA 	Keypress: space
394.8807 	DATA 	Keypress: space
395.0019 	DATA 	Keypress: space
395.2948 	DATA 	Keypress: space
395.4439 	DATA 	Keypress: space
395.5808 	DATA 	Keypress: space
395.7806 	DATA 	Keypress: space
395.8539 	DATA 	Keypress: space
396.0607 	DATA 	Keypress: space
396.1373 	DATA 	Keypress: space
396.2782 	DATA 	Keypress: space
396.5371 	DATA 	Keypress: space
396.6372 	DATA 	Keypress: space
396.6976 	DATA 	Keypress: space
396.8277 	DATA 	Keypress: space
396.9642 	DATA 	Keypress: space
397.1128 	DATA 	Keypress: space
397.1740 	DATA 	Keypress: space
397.2403 	DATA 	Keypress: space
401.0934 	DATA 	Keypress: left
403.1205 	DATA 	Keypress: space
403.4142 	DATA 	Keypress: space
403.6437 	DATA 	Keypress: space
403.9109 	DATA 	Keypress: space
404.1618 	DATA 	Keypress: space
404.4476 	DATA 	Keypress: space
404.7042 	DATA 	Keypress: space
404.9605 	DATA 	Keypress: space
405.2039 	DATA 	Keypress: space
405.4517 	DATA 	Keypress: space
405.7313 	DATA 	Keypress: space
405.9547 	DATA 	Keypress: space
406.1851 	DATA 	Keypress: space
406.4313 	DATA 	Keypress: space
406.6707 	DATA 	Keypress: space
406.9275 	DATA 	Keypress: space
406.9851 	DATA 	Keypress: space
407.0704 	DATA 	Keypress: space
407.1984 	DATA 	Keypress: space
407.2606 	DATA 	Keypress: space
407.3449 	DATA 	Keypress: space
407.5520 	DATA 	Keypress: space
407.6183 	DATA 	Keypress: space
407.7783 	DATA 	Keypress: space
407.8186 	DATA 	Keypress: space
407.8942 	DATA 	Keypress: space
408.0609 	DATA 	Keypress: space
408.0977 	DATA 	Keypress: space
408.1711 	DATA 	Keypress: space
408.3282 	DATA 	Keypress: space
408.4578 	DATA 	Keypress: space
412.8342 	DATA 	Keypress: left
414.4611 	DATA 	Keypress: space
414.7612 	DATA 	Keypress: space
415.0042 	DATA 	Keypress: space
415.0853 	DATA 	Keypress: space
415.1311 	DATA 	Keypress: space
415.2705 	DATA 	Keypress: space
415.3371 	DATA 	Keypress: space
415.4118 	DATA 	Keypress: space
415.5452 	DATA 	Keypress: space
415.6118 	DATA 	Keypress: space
415.6879 	DATA 	Keypress: space
415.8118 	DATA 	Keypress: space
415.9852 	DATA 	Keypress: space
416.1451 	DATA 	Keypress: space
416.2710 	DATA 	Keypress: space
416.4806 	DATA 	Keypress: space
416.5486 	DATA 	Keypress: space
416.6952 	DATA 	Keypress: space
416.7786 	DATA 	Keypress: space
416.8354 	DATA 	Keypress: space
416.9875 	DATA 	Keypress: space
417.0689 	DATA 	Keypress: space
417.1353 	DATA 	Keypress: space
417.2814 	DATA 	Keypress: space
417.4108 	DATA 	Keypress: space
417.5618 	DATA 	Keypress: space
417.7019 	DATA 	Keypress: space
417.8543 	DATA 	Keypress: space
417.9204 	DATA 	Keypress: space
418.0021 	DATA 	Keypress: space
418.1647 	DATA 	Keypress: space
418.3263 	DATA 	Keypress: space
425.6062 	DATA 	Keypress: left
427.6053 	DATA 	Keypress: space
427.7539 	DATA 	Keypress: space
427.9954 	DATA 	Keypress: space
428.0689 	DATA 	Keypress: space
428.2113 	DATA 	Keypress: space
428.2953 	DATA 	Keypress: space
428.3482 	DATA 	Keypress: space
428.4879 	DATA 	Keypress: space
428.5442 	DATA 	Keypress: space
428.6356 	DATA 	Keypress: space
428.7688 	DATA 	Keypress: space
428.9354 	DATA 	Keypress: space
429.0690 	DATA 	Keypress: space
429.2022 	DATA 	Keypress: space
429.3481 	DATA 	Keypress: space
429.5154 	DATA 	Keypress: space
429.7113 	DATA 	Keypress: space
429.7875 	DATA 	Keypress: space
429.9210 	DATA 	Keypress: space
429.9810 	DATA 	Keypress: space
430.0374 	DATA 	Keypress: space
430.1875 	DATA 	Keypress: space
430.2689 	DATA 	Keypress: space
430.3358 	DATA 	Keypress: space
430.4954 	DATA 	Keypress: space
430.5820 	DATA 	Keypress: space
430.6480 	DATA 	Keypress: space
430.7719 	DATA 	Keypress: space
430.9043 	DATA 	Keypress: space
431.0355 	DATA 	Keypress: space
431.1651 	DATA 	Keypress: space
436.0780 	DATA 	Keypress: left
438.1542 	DATA 	Keypress: space
438.2855 	DATA 	Keypress: space
438.4525 	DATA 	Keypress: space
438.5859 	DATA 	Keypress: space
438.7121 	DATA 	Keypress: space
439.0122 	DATA 	Keypress: space
439.1380 	DATA 	Keypress: space
439.4215 	DATA 	Keypress: space
439.5733 	DATA 	Keypress: space
439.6363 	DATA 	Keypress: space
439.6965 	DATA 	Keypress: space
439.8469 	DATA 	Keypress: space
439.8862 	DATA 	Keypress: space
439.9691 	DATA 	Keypress: space
440.1048 	DATA 	Keypress: space
440.1785 	DATA 	Keypress: space
440.3716 	DATA 	Keypress: space
440.4448 	DATA 	Keypress: space
440.5155 	DATA 	Keypress: space
440.6689 	DATA 	Keypress: space
440.7210 	DATA 	Keypress: space
440.7812 	DATA 	Keypress: space
440.9444 	DATA 	Keypress: space
441.1116 	DATA 	Keypress: space
441.2449 	DATA 	Keypress: space
441.3820 	DATA 	Keypress: space
441.5046 	DATA 	Keypress: space
441.5817 	DATA 	Keypress: space
441.6815 	DATA 	Keypress: space
441.8148 	DATA 	Keypress: space
441.9181 	DATA 	Keypress: space
441.9653 	DATA 	Keypress: space
446.2642 	DATA 	Keypress: left
448.4456 	DATA 	Keypress: space
448.5946 	DATA 	Keypress: space
448.7524 	DATA 	Keypress: space
448.8122 	DATA 	Keypress: space
448.8857 	DATA 	Keypress: space
449.0123 	DATA 	Keypress: space
449.1456 	DATA 	Keypress: space
449.2714 	DATA 	Keypress: space
449.4215 	DATA 	Keypress: space
449.5456 	DATA 	Keypress: space
449.6858 	DATA 	Keypress: space
449.8130 	DATA 	Keypress: space
449.9457 	DATA 	Keypress: space
450.0949 	DATA 	Keypress: space
450.1858 	DATA 	Keypress: space
450.2618 	DATA 	Keypress: space
450.4048 	DATA 	Keypress: space
450.5287 	DATA 	Keypress: space
450.6614 	DATA 	Keypress: space
450.7991 	DATA 	Keypress: space
450.9525 	DATA 	Keypress: space
451.0861 	DATA 	Keypress: space
451.2192 	DATA 	Keypress: space
451.3790 	DATA 	Keypress: space
451.5124 	DATA 	Keypress: space
451.5954 	DATA 	Keypress: space
451.6525 	DATA 	Keypress: space
451.7791 	DATA 	Keypress: space
451.9527 	DATA 	Keypress: space
452.0859 	DATA 	Keypress: space
452.1800 	DATA 	Keypress: space
452.2397 	DATA 	Keypress: space
457.1309 	DATA 	Keypress: left
459.1880 	DATA 	Keypress: space
459.2451 	DATA 	Keypress: space
459.3158 	DATA 	Keypress: space
459.5963 	DATA 	Keypress: space
459.7214 	DATA 	Keypress: space
459.7859 	DATA 	Keypress: space
459.9525 	DATA 	Keypress: space
460.1858 	DATA 	Keypress: space
460.2880 	DATA 	Keypress: space
460.4459 	DATA 	Keypress: space
460.5281 	DATA 	Keypress: space
460.5716 	DATA 	Keypress: space
460.6791 	DATA 	Keypress: space
460.7986 	DATA 	Keypress: space
460.9054 	DATA 	Keypress: space
460.9860 	DATA 	Keypress: space
461.0280 	DATA 	Keypress: space
461.1547 	DATA 	Keypress: space
461.2321 	DATA 	Keypress: space
461.2859 	DATA 	Keypress: space
461.4283 	DATA 	Keypress: space
461.5618 	DATA 	Keypress: space
461.6946 	DATA 	Keypress: space
461.8221 	DATA 	Keypress: space
461.9792 	DATA 	Keypress: space
462.0458 	DATA 	Keypress: space
462.1322 	DATA 	Keypress: space
462.2532 	DATA 	Keypress: space
462.3526 	DATA 	Keypress: space
462.4196 	DATA 	Keypress: space
462.7016 	DATA 	Keypress: space
462.7774 	DATA 	Keypress: space
467.1312 	DATA 	Keypress: left
469.0366 	DATA 	Keypress: space
469.1135 	DATA 	Keypress: space
469.2693 	DATA 	Keypress: space
469.5422 	DATA 	Keypress: space
469.6994 	DATA 	Keypress: space
469.8130 	DATA 	Keypress: space
470.0688 	DATA 	Keypress: space
470.1050 	DATA 	Keypress: space
470.3055 	DATA 	Keypress: space
470.3785 	DATA 	Keypress: space
470.5697 	DATA 	Keypress: space
470.8294 	DATA 	Keypress: space
470.9293 	DATA 	Keypress: space
471.0882 	DATA 	Keypress: space
471.2363 	DATA 	Keypress: space
471.3785 	DATA 	Keypress: space
471.5219 	DATA 	Keypress: space
471.6395 	DATA 	Keypress: space
471.7695 	DATA 	Keypress: space
471.9029 	DATA 	Keypress: space
472.0787 	DATA 	Keypress: space
472.1827 	DATA 	Keypress: space
472.3488 	DATA 	Keypress: space
472.4695 	DATA 	Keypress: space
472.5389 	DATA 	Keypress: space
472.6370 	DATA 	Keypress: space
472.7695 	DATA 	Keypress: space
472.8696 	DATA 	Keypress: space
472.9454 	DATA 	Keypress: space
473.0788 	DATA 	Keypress: space
473.1401 	DATA 	Keypress: space
473.2098 	DATA 	Keypress: space
478.9887 	DATA 	Keypress: left
481.1462 	DATA 	Keypress: space
481.4796 	DATA 	Keypress: space
481.5286 	DATA 	Keypress: space
481.7532 	DATA 	Keypress: space
481.7989 	DATA 	Keypress: space
481.8621 	DATA 	Keypress: space
481.9988 	DATA 	Keypress: space
482.2624 	DATA 	Keypress: space
482.5198 	DATA 	Keypress: space
482.5658 	DATA 	Keypress: space
482.7795 	DATA 	Keypress: space
482.8218 	DATA 	Keypress: space
482.8865 	DATA 	Keypress: space
483.0197 	DATA 	Keypress: space
483.0720 	DATA 	Keypress: space
483.1385 	DATA 	Keypress: space
483.2797 	DATA 	Keypress: space
483.3462 	DATA 	Keypress: space
483.5000 	DATA 	Keypress: space
483.5540 	DATA 	Keypress: space
483.6127 	DATA 	Keypress: space
483.6820 	DATA 	Keypress: space
483.8367 	DATA 	Keypress: space
483.9629 	DATA 	Keypress: space
484.1296 	DATA 	Keypress: space
484.2455 	DATA 	Keypress: space
484.3967 	DATA 	Keypress: space
484.5218 	DATA 	Keypress: space
484.6745 	DATA 	Keypress: space
484.7392 	DATA 	Keypress: space
484.7998 	DATA 	Keypress: space
489.7626 	DATA 	Keypress: left
491.8217 	DATA 	Keypress: space
491.9964 	DATA 	Keypress: space
492.1125 	DATA 	Keypress: space
492.2491 	DATA 	Keypress: space
492.3722 	DATA 	Keypress: space
492.5160 	DATA 	Keypress: space
492.6630 	DATA 	Keypress: space
492.8033 	DATA 	Keypress: space
492.9456 	DATA 	Keypress: space
493.0720 	DATA 	Keypress: space
493.2158 	DATA 	Keypress: space
493.3554 	DATA 	Keypress: space
493.4964 	DATA 	Keypress: space
493.6366 	DATA 	Keypress: space
493.7964 	DATA 	Keypress: space
493.9228 	DATA 	Keypress: space
494.0714 	DATA 	Keypress: space
494.2131 	DATA 	Keypress: space
494.3536 	DATA 	Keypress: space
494.4888 	DATA 	Keypress: space
494.6326 	DATA 	Keypress: space
494.7889 	DATA 	Keypress: space
494.8386 	DATA 	Keypress: space
494.9223 	DATA 	Keypress: space
495.0866 	DATA 	Keypress: space
495.2130 	DATA 	Keypress: space
495.3797 	DATA 	Keypress: space
495.5292 	DATA 	Keypress: space
495.6797 	DATA 	Keypress: space
495.8201 	DATA 	Keypress: space
502.5316 	DATA 	Keypress: left
503.8303 	DATA 	Keypress: space
504.5720 	DATA 	Keypress: space
504.8389 	DATA 	Keypress: space
504.9062 	DATA 	Keypress: space
504.9757 	DATA 	Keypress: space
505.1054 	DATA 	Keypress: space
505.2538 	DATA 	Keypress: space
505.3958 	DATA 	Keypress: space
505.5202 	DATA 	Keypress: space
505.6664 	DATA 	Keypress: space
505.7992 	DATA 	Keypress: space
505.9535 	DATA 	Keypress: space
506.0890 	DATA 	Keypress: space
506.2389 	DATA 	Keypress: space
506.3202 	DATA 	Keypress: space
506.3869 	DATA 	Keypress: space
506.5322 	DATA 	Keypress: space
506.6722 	DATA 	Keypress: space
506.8222 	DATA 	Keypress: space
506.8867 	DATA 	Keypress: space
506.9626 	DATA 	Keypress: space
507.1304 	DATA 	Keypress: space
507.2535 	DATA 	Keypress: space
507.4131 	DATA 	Keypress: space
507.4868 	DATA 	Keypress: space
507.5559 	DATA 	Keypress: space
507.6996 	DATA 	Keypress: space
507.8132 	DATA 	Keypress: space
507.8866 	DATA 	Keypress: space
508.0325 	DATA 	Keypress: space
508.1639 	DATA 	Keypress: space
514.3782 	DATA 	Keypress: left
516.6498 	DATA 	Keypress: space
516.9559 	DATA 	Keypress: space
517.0889 	DATA 	Keypress: space
517.2301 	DATA 	Keypress: space
517.5226 	DATA 	Keypress: space
517.7968 	DATA 	Keypress: space
518.0371 	DATA 	Keypress: space
518.3203 	DATA 	Keypress: space
518.5624 	DATA 	Keypress: space
518.8054 	DATA 	Keypress: space
519.0628 	DATA 	Keypress: space
519.5055 	DATA 	Keypress: space
520.3661 	DATA 	Keypress: space
520.8468 	DATA 	Keypress: space
521.5202 	DATA 	Keypress: space
527.7667 	DATA 	Keypress: left
529.9247 	DATA 	Keypress: space
530.1165 	DATA 	Keypress: space
530.3725 	DATA 	Keypress: space
530.6163 	DATA 	Keypress: space
530.8370 	DATA 	Keypress: space
531.0638 	DATA 	Keypress: space
531.2702 	DATA 	Keypress: space
531.4970 	DATA 	Keypress: space
531.7124 	DATA 	Keypress: space
531.9495 	DATA 	Keypress: space
532.2039 	DATA 	Keypress: space
532.5556 	DATA 	Keypress: space
532.8225 	DATA 	Keypress: space
533.1871 	DATA 	Keypress: space
533.5469 	DATA 	Keypress: space
542.7083 	DATA 	Keypress: right
543.6734 	DATA 	Keypress: right
543.8537 	DATA 	Keypress: right
544.4771 	DATA 	Keypress: right
544.6410 	DATA 	Keypress: right
544.8039 	DATA 	Keypress: right
544.9503 	DATA 	Keypress: right
545.1636 	DATA 	Keypress: right
545.3374 	DATA 	Keypress: right
545.5038 	DATA 	Keypress: right
545.6706 	DATA 	Keypress: right
545.8561 	DATA 	Keypress: right
546.0131 	DATA 	Keypress: right
546.1893 	DATA 	Keypress: right
546.5461 	DATA 	Keypress: right
547.6705 	DATA 	Keypress: left
547.9227 	DATA 	Keypress: left
548.1038 	DATA 	Keypress: left
548.2970 	DATA 	Keypress: left
548.4830 	DATA 	Keypress: left
548.6969 	DATA 	Keypress: left
549.0232 	DATA 	Keypress: left
549.2892 	DATA 	Keypress: left
549.6328 	DATA 	Keypress: left
550.1058 	DATA 	Keypress: left
550.9801 	DATA 	Keypress: left
572.0730 	DATA 	Keypress: left
573.2649 	DATA 	Keypress: space
573.2934 	DATA 	Keypress: space
573.5336 	DATA 	Keypress: space
573.8006 	DATA 	Keypress: space
573.9771 	DATA 	Keypress: space
574.1900 	DATA 	Keypress: space
574.2809 	DATA 	Keypress: space
574.4150 	DATA 	Keypress: space
574.6237 	DATA 	Keypress: space
574.7066 	DATA 	Keypress: space
574.8370 	DATA 	Keypress: space
574.9184 	DATA 	Keypress: space
575.0378 	DATA 	Keypress: space
575.1497 	DATA 	Keypress: space
575.2740 	DATA 	Keypress: space
575.3711 	DATA 	Keypress: space
575.5166 	DATA 	Keypress: space
575.6134 	DATA 	Keypress: space
575.7400 	DATA 	Keypress: space
575.8468 	DATA 	Keypress: space
575.9835 	DATA 	Keypress: space
576.2505 	DATA 	Keypress: space
576.3642 	DATA 	Keypress: space
576.4987 	DATA 	Keypress: space
576.6044 	DATA 	Keypress: space
576.7309 	DATA 	Keypress: space
576.8379 	DATA 	Keypress: space
576.9643 	DATA 	Keypress: space
577.0569 	DATA 	Keypress: space
577.1836 	DATA 	Keypress: space
577.4045 	DATA 	Keypress: space
577.6169 	DATA 	Keypress: space
577.7970 	DATA 	Keypress: space
583.6313 	DATA 	Keypress: left
584.7461 	DATA 	Keypress: space
585.3546 	DATA 	Keypress: space
585.5878 	DATA 	Keypress: space
585.7638 	DATA 	Keypress: space
585.9977 	DATA 	Keypress: space
586.2406 	DATA 	Keypress: space
586.4712 	DATA 	Keypress: space
586.6978 	DATA 	Keypress: space
586.9233 	DATA 	Keypress: space
587.1566 	DATA 	Keypress: space
587.4505 	DATA 	Keypress: space
587.5649 	DATA 	Keypress: space
587.6900 	DATA 	Keypress: space
587.9213 	DATA 	Keypress: space
588.1546 	DATA 	Keypress: space
588.3670 	DATA 	Keypress: space
588.5889 	DATA 	Keypress: space
588.8046 	DATA 	Keypress: space
589.0380 	DATA 	Keypress: space
589.2671 	DATA 	Keypress: space
589.5174 	DATA 	Keypress: space
589.6404 	DATA 	Keypress: space
589.7735 	DATA 	Keypress: space
589.8732 	DATA 	Keypress: space
590.0145 	DATA 	Keypress: space
590.2246 	DATA 	Keypress: space
590.4337 	DATA 	Keypress: space
590.6343 	DATA 	Keypress: space
590.8547 	DATA 	Keypress: space
591.0638 	DATA 	Keypress: space
591.2671 	DATA 	Keypress: space
595.2099 	DATA 	Keypress: left
596.3097 	DATA 	Keypress: space
596.4908 	DATA 	Keypress: space
596.8235 	DATA 	Keypress: space
597.0671 	DATA 	Keypress: space
597.2069 	DATA 	Keypress: space
597.3638 	DATA 	Keypress: space
597.4547 	DATA 	Keypress: space
597.5900 	DATA 	Keypress: space
597.6811 	DATA 	Keypress: space
597.8216 	DATA 	Keypress: space
598.0213 	DATA 	Keypress: space
598.1069 	DATA 	Keypress: space
598.2213 	DATA 	Keypress: space
598.3403 	DATA 	Keypress: space
598.4384 	DATA 	Keypress: space
598.6814 	DATA 	Keypress: space
598.7975 	DATA 	Keypress: space
598.9215 	DATA 	Keypress: space
599.0302 	DATA 	Keypress: space
599.1705 	DATA 	Keypress: space
599.4083 	DATA 	Keypress: space
599.6255 	DATA 	Keypress: space
599.8463 	DATA 	Keypress: space
600.0570 	DATA 	Keypress: space
600.1646 	DATA 	Keypress: space
600.2903 	DATA 	Keypress: space
600.3979 	DATA 	Keypress: space
600.5472 	DATA 	Keypress: space
600.6473 	DATA 	Keypress: space
600.7839 	DATA 	Keypress: space
600.9839 	DATA 	Keypress: space
601.0840 	DATA 	Keypress: space
607.6888 	DATA 	Keypress: left
610.0073 	DATA 	Keypress: space
610.2842 	DATA 	Keypress: space
610.4904 	DATA 	Keypress: space
610.5844 	DATA 	Keypress: space
610.7315 	DATA 	Keypress: space
610.9474 	DATA 	Keypress: space
611.0240 	DATA 	Keypress: space
611.1714 	DATA 	Keypress: space
611.2574 	DATA 	Keypress: space
611.4091 	DATA 	Keypress: space
611.6236 	DATA 	Keypress: space
611.8381 	DATA 	Keypress: space
611.9142 	DATA 	Keypress: space
612.0568 	DATA 	Keypress: space
612.1482 	DATA 	Keypress: space
612.2735 	DATA 	Keypress: space
612.3678 	DATA 	Keypress: space
612.4885 	DATA 	Keypress: space
612.7308 	DATA 	Keypress: space
612.8218 	DATA 	Keypress: space
612.9738 	DATA 	Keypress: space
613.2217 	DATA 	Keypress: space
613.4360 	DATA 	Keypress: space
613.6550 	DATA 	Keypress: space
613.8815 	DATA 	Keypress: space
614.0736 	DATA 	Keypress: space
614.1235 	DATA 	Keypress: space
614.3815 	DATA 	Keypress: space
614.6549 	DATA 	Keypress: space
614.8973 	DATA 	Keypress: space
623.8377 	DATA 	Keypress: left
624.8400 	DATA 	Keypress: space
625.0203 	DATA 	Keypress: space
625.2509 	DATA 	Keypress: space
625.4648 	DATA 	Keypress: space
625.5816 	DATA 	Keypress: space
625.7221 	DATA 	Keypress: space
625.9406 	DATA 	Keypress: space
626.1579 	DATA 	Keypress: space
626.2410 	DATA 	Keypress: space
626.3738 	DATA 	Keypress: space
626.5886 	DATA 	Keypress: space
626.8150 	DATA 	Keypress: space
627.0231 	DATA 	Keypress: space
627.2407 	DATA 	Keypress: space
627.4553 	DATA 	Keypress: space
627.6736 	DATA 	Keypress: space
627.8916 	DATA 	Keypress: space
628.1150 	DATA 	Keypress: space
628.3218 	DATA 	Keypress: space
628.5405 	DATA 	Keypress: space
628.7575 	DATA 	Keypress: space
628.8675 	DATA 	Keypress: space
628.9973 	DATA 	Keypress: space
629.0811 	DATA 	Keypress: space
629.2098 	DATA 	Keypress: space
629.4174 	DATA 	Keypress: space
629.6237 	DATA 	Keypress: space
629.8718 	DATA 	Keypress: space
630.0573 	DATA 	Keypress: space
630.3072 	DATA 	Keypress: space
630.5385 	DATA 	Keypress: space
630.8146 	DATA 	Keypress: space
631.0978 	DATA 	Keypress: space
635.4268 	DATA 	Keypress: left
637.3146 	DATA 	Keypress: space
637.6574 	DATA 	Keypress: space
637.9518 	DATA 	Keypress: space
638.2142 	DATA 	Keypress: space
638.4652 	DATA 	Keypress: space
638.7319 	DATA 	Keypress: space
638.9986 	DATA 	Keypress: space
639.2411 	DATA 	Keypress: space
639.4985 	DATA 	Keypress: space
639.7575 	DATA 	Keypress: space
640.0056 	DATA 	Keypress: space
640.1055 	DATA 	Keypress: space
640.5509 	DATA 	Keypress: space
640.9389 	DATA 	Keypress: space
641.0813 	DATA 	Keypress: space
641.3053 	DATA 	Keypress: space
641.6573 	DATA 	Keypress: space
641.8052 	DATA 	Keypress: space
641.9985 	DATA 	Keypress: space
642.1319 	DATA 	Keypress: space
642.2985 	DATA 	Keypress: space
642.5907 	DATA 	Keypress: space
642.7407 	DATA 	Keypress: space
642.9390 	DATA 	Keypress: space
643.1147 	DATA 	Keypress: space
643.3077 	DATA 	Keypress: space
643.3414 	DATA 	Keypress: space
643.4387 	DATA 	Keypress: space
643.6148 	DATA 	Keypress: space
643.7653 	DATA 	Keypress: space
647.4423 	DATA 	[STRUCTURE] Data saved to /Users/jesusangelperezsanchez/Desktop/decision_lab/psychopy_decision_task/data/1_M_L.csv
651.6503 	DATA 	Keypress: space
