18.3333 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
90.1932 	DATA 	Keypress: left
92.0397 	DATA 	Keypress: space
92.2256 	DATA 	Keypress: space
92.3983 	DATA 	Keypress: space
92.5403 	DATA 	Keypress: space
92.7065 	DATA 	Keypress: space
92.8657 	DATA 	Keypress: space
93.0129 	DATA 	Keypress: space
93.2218 	DATA 	Keypress: space
93.4151 	DATA 	Keypress: space
93.5773 	DATA 	Keypress: space
93.7135 	DATA 	Keypress: space
93.8730 	DATA 	Keypress: space
94.0400 	DATA 	Keypress: space
94.1129 	DATA 	Keypress: space
94.2796 	DATA 	Keypress: space
94.5578 	DATA 	Keypress: space
94.7337 	DATA 	Keypress: space
94.9091 	DATA 	Keypress: space
95.1488 	DATA 	Keypress: space
95.6230 	DATA 	Keypress: space
95.9563 	DATA 	Keypress: space
96.1258 	DATA 	Keypress: space
96.2821 	DATA 	Keypress: space
96.4319 	DATA 	Keypress: space
96.5887 	DATA 	Keypress: space
96.7465 	DATA 	Keypress: space
96.9155 	DATA 	Keypress: space
97.0800 	DATA 	Keypress: space
97.2315 	DATA 	Keypress: space
97.4397 	DATA 	Keypress: space
97.5953 	DATA 	Keypress: space
101.2352 	DATA 	Keypress: left
103.7923 	DATA 	Keypress: space
103.9918 	DATA 	Keypress: space
104.2133 	DATA 	Keypress: space
104.4065 	DATA 	Keypress: space
104.5799 	DATA 	Keypress: space
104.7652 	DATA 	Keypress: space
104.9399 	DATA 	Keypress: space
105.1148 	DATA 	Keypress: space
105.2898 	DATA 	Keypress: space
105.4726 	DATA 	Keypress: space
105.6299 	DATA 	Keypress: space
105.8148 	DATA 	Keypress: space
105.9969 	DATA 	Keypress: space
106.3314 	DATA 	Keypress: space
106.5399 	DATA 	Keypress: space
106.7156 	DATA 	Keypress: space
106.9131 	DATA 	Keypress: space
107.1066 	DATA 	Keypress: space
107.2966 	DATA 	Keypress: space
107.4966 	DATA 	Keypress: space
107.6816 	DATA 	Keypress: space
107.9305 	DATA 	Keypress: space
108.1074 	DATA 	Keypress: space
108.2985 	DATA 	Keypress: space
108.5136 	DATA 	Keypress: space
109.2493 	DATA 	Keypress: space
109.6891 	DATA 	Keypress: space
116.8840 	DATA 	Keypress: left
118.9261 	DATA 	Keypress: space
119.1136 	DATA 	Keypress: space
119.3068 	DATA 	Keypress: space
119.4936 	DATA 	Keypress: space
119.6795 	DATA 	Keypress: space
119.8741 	DATA 	Keypress: space
120.0658 	DATA 	Keypress: space
120.2635 	DATA 	Keypress: space
120.4763 	DATA 	Keypress: space
120.5390 	DATA 	Keypress: space
120.7568 	DATA 	Keypress: space
120.9637 	DATA 	Keypress: space
121.1323 	DATA 	Keypress: space
121.2901 	DATA 	Keypress: space
121.4634 	DATA 	Keypress: space
121.6156 	DATA 	Keypress: space
121.7764 	DATA 	Keypress: space
121.9235 	DATA 	Keypress: space
122.1743 	DATA 	Keypress: space
122.3591 	DATA 	Keypress: space
122.5325 	DATA 	Keypress: space
122.7136 	DATA 	Keypress: space
122.8801 	DATA 	Keypress: space
123.1322 	DATA 	Keypress: space
123.2988 	DATA 	Keypress: space
123.4557 	DATA 	Keypress: space
123.6137 	DATA 	Keypress: space
123.7824 	DATA 	Keypress: space
123.9226 	DATA 	Keypress: space
124.0802 	DATA 	Keypress: space
129.0598 	DATA 	Keypress: left
131.4805 	DATA 	Keypress: space
131.6934 	DATA 	Keypress: space
131.8803 	DATA 	Keypress: space
132.0737 	DATA 	Keypress: space
132.2492 	DATA 	Keypress: space
132.4325 	DATA 	Keypress: space
132.5930 	DATA 	Keypress: space
132.7598 	DATA 	Keypress: space
133.0070 	DATA 	Keypress: space
133.1826 	DATA 	Keypress: space
133.3597 	DATA 	Keypress: space
133.5266 	DATA 	Keypress: space
133.8229 	DATA 	Keypress: space
134.0137 	DATA 	Keypress: space
134.1822 	DATA 	Keypress: space
134.3493 	DATA 	Keypress: space
134.5470 	DATA 	Keypress: space
134.7404 	DATA 	Keypress: space
134.9325 	DATA 	Keypress: space
135.1324 	DATA 	Keypress: space
135.3226 	DATA 	Keypress: space
135.5059 	DATA 	Keypress: space
135.6766 	DATA 	Keypress: space
135.8433 	DATA 	Keypress: space
135.9997 	DATA 	Keypress: space
136.1600 	DATA 	Keypress: space
136.3268 	DATA 	Keypress: space
136.5072 	DATA 	Keypress: space
136.6098 	DATA 	Keypress: space
136.7437 	DATA 	Keypress: space
141.4489 	DATA 	Keypress: up
143.3578 	DATA 	Keypress: left
145.3491 	DATA 	Keypress: space
145.5336 	DATA 	Keypress: space
145.7059 	DATA 	Keypress: space
145.8829 	DATA 	Keypress: space
146.0573 	DATA 	Keypress: space
146.2309 	DATA 	Keypress: space
146.3643 	DATA 	Keypress: space
146.5330 	DATA 	Keypress: space
146.7097 	DATA 	Keypress: space
146.8976 	DATA 	Keypress: space
147.0639 	DATA 	Keypress: space
147.2495 	DATA 	Keypress: space
147.4240 	DATA 	Keypress: space
147.5993 	DATA 	Keypress: space
147.8073 	DATA 	Keypress: space
147.9989 	DATA 	Keypress: space
148.1807 	DATA 	Keypress: space
148.3741 	DATA 	Keypress: space
148.7474 	DATA 	Keypress: space
149.2074 	DATA 	Keypress: space
149.4416 	DATA 	Keypress: space
149.7168 	DATA 	Keypress: space
150.0808 	DATA 	Keypress: space
150.3568 	DATA 	Keypress: space
150.6835 	DATA 	Keypress: space
151.1143 	DATA 	Keypress: space
159.9068 	DATA 	Keypress: right
161.8979 	DATA 	Keypress: space
162.1435 	DATA 	Keypress: space
162.5829 	DATA 	Keypress: right
162.7397 	DATA 	Keypress: right
162.8907 	DATA 	Keypress: right
163.0574 	DATA 	Keypress: right
163.2240 	DATA 	Keypress: right
163.4007 	DATA 	Keypress: right
163.5665 	DATA 	Keypress: right
163.7444 	DATA 	Keypress: right
163.9310 	DATA 	Keypress: right
164.0976 	DATA 	Keypress: right
164.2666 	DATA 	Keypress: right
164.4309 	DATA 	Keypress: right
165.0166 	DATA 	Keypress: left
165.2512 	DATA 	Keypress: left
165.4172 	DATA 	Keypress: left
165.5898 	DATA 	Keypress: left
165.7567 	DATA 	Keypress: left
165.9500 	DATA 	Keypress: left
166.1143 	DATA 	Keypress: left
166.2898 	DATA 	Keypress: left
166.4600 	DATA 	Keypress: left
166.6324 	DATA 	Keypress: left
166.8006 	DATA 	Keypress: left
166.9812 	DATA 	Keypress: left
172.1459 	DATA 	Keypress: right
174.2662 	DATA 	Keypress: right
174.5145 	DATA 	Keypress: right
175.2667 	DATA 	Keypress: right
175.5314 	DATA 	Keypress: right
176.2437 	DATA 	Keypress: right
177.1666 	DATA 	Keypress: right
177.9736 	DATA 	Keypress: right
178.1733 	DATA 	Keypress: right
178.4075 	DATA 	Keypress: right
179.2500 	DATA 	Keypress: right
180.1579 	DATA 	Keypress: right
180.6244 	DATA 	Keypress: right
181.5668 	DATA 	Keypress: left
182.6904 	DATA 	Keypress: left
184.4779 	DATA 	Keypress: left
185.5780 	DATA 	Keypress: left
186.3175 	DATA 	Keypress: left
187.3829 	DATA 	Keypress: left
189.0504 	DATA 	Keypress: left
190.0508 	DATA 	Keypress: left
190.2754 	DATA 	Keypress: left
190.6736 	DATA 	Keypress: left
192.0579 	DATA 	Keypress: left
201.1954 	DATA 	Keypress: left
202.2517 	DATA 	Keypress: space
202.4570 	DATA 	Keypress: space
202.6809 	DATA 	Keypress: space
203.2742 	DATA 	Keypress: space
203.4779 	DATA 	Keypress: space
203.6505 	DATA 	Keypress: space
203.8016 	DATA 	Keypress: space
204.0507 	DATA 	Keypress: space
204.2506 	DATA 	Keypress: space
204.4111 	DATA 	Keypress: space
204.5747 	DATA 	Keypress: space
204.8943 	DATA 	Keypress: space
205.0821 	DATA 	Keypress: space
205.2612 	DATA 	Keypress: space
205.4342 	DATA 	Keypress: space
205.6670 	DATA 	Keypress: space
205.8607 	DATA 	Keypress: space
206.0513 	DATA 	Keypress: space
206.2609 	DATA 	Keypress: space
206.4508 	DATA 	Keypress: space
206.6339 	DATA 	Keypress: space
206.8155 	DATA 	Keypress: space
206.9919 	DATA 	Keypress: space
207.1594 	DATA 	Keypress: space
207.3374 	DATA 	Keypress: space
207.5007 	DATA 	Keypress: space
207.6906 	DATA 	Keypress: space
207.8755 	DATA 	Keypress: space
208.0675 	DATA 	Keypress: space
208.2578 	DATA 	Keypress: space
208.5751 	DATA 	Keypress: space
208.7753 	DATA 	Keypress: space
208.9819 	DATA 	Keypress: space
209.2045 	DATA 	Keypress: space
212.7589 	DATA 	Keypress: left
213.9388 	DATA 	Keypress: space
214.1177 	DATA 	Keypress: space
214.3450 	DATA 	Keypress: space
214.5603 	DATA 	Keypress: space
214.7327 	DATA 	Keypress: space
214.8915 	DATA 	Keypress: space
215.1447 	DATA 	Keypress: space
215.3446 	DATA 	Keypress: space
215.4987 	DATA 	Keypress: space
215.7587 	DATA 	Keypress: space
215.9320 	DATA 	Keypress: space
216.1078 	DATA 	Keypress: space
216.3678 	DATA 	Keypress: space
216.6012 	DATA 	Keypress: space
216.7754 	DATA 	Keypress: space
216.9349 	DATA 	Keypress: space
217.0988 	DATA 	Keypress: space
217.2508 	DATA 	Keypress: space
217.4087 	DATA 	Keypress: space
217.5619 	DATA 	Keypress: space
217.7347 	DATA 	Keypress: space
217.8822 	DATA 	Keypress: space
218.0489 	DATA 	Keypress: space
218.2155 	DATA 	Keypress: space
218.3825 	DATA 	Keypress: space
218.5616 	DATA 	Keypress: space
218.7345 	DATA 	Keypress: space
218.9087 	DATA 	Keypress: space
219.0821 	DATA 	Keypress: space
219.2821 	DATA 	Keypress: space
219.4282 	DATA 	Keypress: space
219.6156 	DATA 	Keypress: space
219.8623 	DATA 	Keypress: space
224.6610 	DATA 	Keypress: left
225.3580 	DATA 	Keypress: space
225.7673 	DATA 	Keypress: space
226.5844 	DATA 	Keypress: space
226.7588 	DATA 	Keypress: space
226.9449 	DATA 	Keypress: space
227.1255 	DATA 	Keypress: space
227.2844 	DATA 	Keypress: space
227.4589 	DATA 	Keypress: space
227.6255 	DATA 	Keypress: space
227.7843 	DATA 	Keypress: space
227.9455 	DATA 	Keypress: space
228.1255 	DATA 	Keypress: space
228.2922 	DATA 	Keypress: space
228.4656 	DATA 	Keypress: space
228.6269 	DATA 	Keypress: space
228.7931 	DATA 	Keypress: space
228.9607 	DATA 	Keypress: space
229.1193 	DATA 	Keypress: space
229.2845 	DATA 	Keypress: space
229.4627 	DATA 	Keypress: space
229.6295 	DATA 	Keypress: space
229.8159 	DATA 	Keypress: space
230.0011 	DATA 	Keypress: space
230.1615 	DATA 	Keypress: space
230.3347 	DATA 	Keypress: space
230.5171 	DATA 	Keypress: space
230.6914 	DATA 	Keypress: space
230.8612 	DATA 	Keypress: space
231.0422 	DATA 	Keypress: space
231.2177 	DATA 	Keypress: space
231.3949 	DATA 	Keypress: space
231.5674 	DATA 	Keypress: space
235.6172 	DATA 	Keypress: left
236.4997 	DATA 	Keypress: space
236.7259 	DATA 	Keypress: space
236.9116 	DATA 	Keypress: space
237.1520 	DATA 	Keypress: space
237.3689 	DATA 	Keypress: space
237.5591 	DATA 	Keypress: space
237.7121 	DATA 	Keypress: space
237.8786 	DATA 	Keypress: space
238.0352 	DATA 	Keypress: space
238.2014 	DATA 	Keypress: space
238.3674 	DATA 	Keypress: space
238.5262 	DATA 	Keypress: space
238.6952 	DATA 	Keypress: space
238.8512 	DATA 	Keypress: space
239.0092 	DATA 	Keypress: space
239.2012 	DATA 	Keypress: space
239.3619 	DATA 	Keypress: space
239.5339 	DATA 	Keypress: space
239.7174 	DATA 	Keypress: space
239.8909 	DATA 	Keypress: space
240.0841 	DATA 	Keypress: space
240.2327 	DATA 	Keypress: space
240.4120 	DATA 	Keypress: space
240.5925 	DATA 	Keypress: space
240.7751 	DATA 	Keypress: space
240.9412 	DATA 	Keypress: space
241.1177 	DATA 	Keypress: space
241.2991 	DATA 	Keypress: space
241.4659 	DATA 	Keypress: space
241.6412 	DATA 	Keypress: space
241.8326 	DATA 	Keypress: space
242.0078 	DATA 	Keypress: space
242.2118 	DATA 	Keypress: space
242.4212 	DATA 	Keypress: space
247.6200 	DATA 	Keypress: left
248.0994 	DATA 	Keypress: space
248.2496 	DATA 	Keypress: space
248.4298 	DATA 	Keypress: space
248.8488 	DATA 	Keypress: space
249.0671 	DATA 	Keypress: space
249.3664 	DATA 	Keypress: space
249.5787 	DATA 	Keypress: space
249.7453 	DATA 	Keypress: space
249.9119 	DATA 	Keypress: space
250.0685 	DATA 	Keypress: space
250.2328 	DATA 	Keypress: space
250.3925 	DATA 	Keypress: space
250.5329 	DATA 	Keypress: space
250.6996 	DATA 	Keypress: space
250.8591 	DATA 	Keypress: space
251.0270 	DATA 	Keypress: space
251.1996 	DATA 	Keypress: space
251.3515 	DATA 	Keypress: space
251.4761 	DATA 	Keypress: space
251.6455 	DATA 	Keypress: space
251.8514 	DATA 	Keypress: space
252.0271 	DATA 	Keypress: space
252.3511 	DATA 	Keypress: space
252.5330 	DATA 	Keypress: space
252.6998 	DATA 	Keypress: space
252.8658 	DATA 	Keypress: space
253.0259 	DATA 	Keypress: space
253.1855 	DATA 	Keypress: space
253.3593 	DATA 	Keypress: space
253.5183 	DATA 	Keypress: space
253.7004 	DATA 	Keypress: space
253.8784 	DATA 	Keypress: space
254.0593 	DATA 	Keypress: space
254.2663 	DATA 	Keypress: space
254.4350 	DATA 	Keypress: space
254.6068 	DATA 	Keypress: space
261.8732 	DATA 	Keypress: left
263.2727 	DATA 	Keypress: space
263.8590 	DATA 	Keypress: space
264.0428 	DATA 	Keypress: space
264.2095 	DATA 	Keypress: space
264.5957 	DATA 	Keypress: space
264.7686 	DATA 	Keypress: space
264.9500 	DATA 	Keypress: space
265.1496 	DATA 	Keypress: space
265.3685 	DATA 	Keypress: space
265.5621 	DATA 	Keypress: space
265.6914 	DATA 	Keypress: space
265.9166 	DATA 	Keypress: space
266.1495 	DATA 	Keypress: space
266.3522 	DATA 	Keypress: space
266.4497 	DATA 	Keypress: space
266.5523 	DATA 	Keypress: space
266.6518 	DATA 	Keypress: space
266.7621 	DATA 	Keypress: space
266.9762 	DATA 	Keypress: space
267.1762 	DATA 	Keypress: space
267.3859 	DATA 	Keypress: space
267.5830 	DATA 	Keypress: space
267.7834 	DATA 	Keypress: space
267.9957 	DATA 	Keypress: space
268.1163 	DATA 	Keypress: space
268.2288 	DATA 	Keypress: space
268.4586 	DATA 	Keypress: space
268.6686 	DATA 	Keypress: space
268.8831 	DATA 	Keypress: space
269.1096 	DATA 	Keypress: space
269.4954 	DATA 	Keypress: space
273.3331 	DATA 	Keypress: left
275.3013 	DATA 	Keypress: space
275.3324 	DATA 	Keypress: space
275.4189 	DATA 	Keypress: space
275.5163 	DATA 	Keypress: space
275.6286 	DATA 	Keypress: space
275.7291 	DATA 	Keypress: space
275.8427 	DATA 	Keypress: space
275.9334 	DATA 	Keypress: space
276.0353 	DATA 	Keypress: space
276.1184 	DATA 	Keypress: space
276.2358 	DATA 	Keypress: space
276.3123 	DATA 	Keypress: space
276.4266 	DATA 	Keypress: space
276.5332 	DATA 	Keypress: space
276.6457 	DATA 	Keypress: space
276.7263 	DATA 	Keypress: space
276.8423 	DATA 	Keypress: space
276.9201 	DATA 	Keypress: space
277.0458 	DATA 	Keypress: space
277.1087 	DATA 	Keypress: space
277.2460 	DATA 	Keypress: space
277.4466 	DATA 	Keypress: space
277.5127 	DATA 	Keypress: space
277.6355 	DATA 	Keypress: space
277.6998 	DATA 	Keypress: space
277.8264 	DATA 	Keypress: space
278.2333 	DATA 	Keypress: space
278.3998 	DATA 	Keypress: space
278.5264 	DATA 	Keypress: space
278.6331 	DATA 	Keypress: space
283.2712 	DATA 	Keypress: left
284.2790 	DATA 	Keypress: space
284.5266 	DATA 	Keypress: space
284.6750 	DATA 	Keypress: space
284.7572 	DATA 	Keypress: space
284.8765 	DATA 	Keypress: space
285.1099 	DATA 	Keypress: space
285.1928 	DATA 	Keypress: space
285.3256 	DATA 	Keypress: space
285.5432 	DATA 	Keypress: space
285.6432 	DATA 	Keypress: space
285.7670 	DATA 	Keypress: space
285.8665 	DATA 	Keypress: space
285.9858 	DATA 	Keypress: space
286.0792 	DATA 	Keypress: space
286.2000 	DATA 	Keypress: space
286.2932 	DATA 	Keypress: space
286.4092 	DATA 	Keypress: space
286.5033 	DATA 	Keypress: space
286.6336 	DATA 	Keypress: space
286.8666 	DATA 	Keypress: space
286.9524 	DATA 	Keypress: space
287.0857 	DATA 	Keypress: space
287.3185 	DATA 	Keypress: space
287.6002 	DATA 	Keypress: space
287.7426 	DATA 	Keypress: space
287.9421 	DATA 	Keypress: space
288.1512 	DATA 	Keypress: space
288.3599 	DATA 	Keypress: space
288.5981 	DATA 	Keypress: space
288.7961 	DATA 	Keypress: space
289.0026 	DATA 	Keypress: space
289.2503 	DATA 	Keypress: space
289.6174 	DATA 	Keypress: space
289.8261 	DATA 	Keypress: space
289.9319 	DATA 	Keypress: space
294.3553 	DATA 	Keypress: right
296.2627 	DATA 	Keypress: right
296.4099 	DATA 	Keypress: right
296.5431 	DATA 	Keypress: right
296.6764 	DATA 	Keypress: right
296.7955 	DATA 	Keypress: right
296.9352 	DATA 	Keypress: right
297.0837 	DATA 	Keypress: right
297.2190 	DATA 	Keypress: right
297.3524 	DATA 	Keypress: right
297.4771 	DATA 	Keypress: right
297.5835 	DATA 	Keypress: right
297.7287 	DATA 	Keypress: right
297.7292 	DATA 	Keypress: left
297.8867 	DATA 	Keypress: left
298.0523 	DATA 	Keypress: left
298.2004 	DATA 	Keypress: left
298.3720 	DATA 	Keypress: left
298.5306 	DATA 	Keypress: left
298.7036 	DATA 	Keypress: left
298.8305 	DATA 	Keypress: left
299.1514 	DATA 	Keypress: left
299.3171 	DATA 	Keypress: left
299.5609 	DATA 	Keypress: left
299.7191 	DATA 	Keypress: left
299.8777 	DATA 	Keypress: left
304.1035 	DATA 	Keypress: space
305.0832 	DATA 	Keypress: right
306.3538 	DATA 	Keypress: right
306.5068 	DATA 	Keypress: right
306.6683 	DATA 	Keypress: right
306.8334 	DATA 	Keypress: right
306.9933 	DATA 	Keypress: right
307.1427 	DATA 	Keypress: right
307.2861 	DATA 	Keypress: right
307.4458 	DATA 	Keypress: right
307.6089 	DATA 	Keypress: right
307.7600 	DATA 	Keypress: right
307.9128 	DATA 	Keypress: right
308.0796 	DATA 	Keypress: right
308.2269 	DATA 	Keypress: right
308.4089 	DATA 	Keypress: right
308.7356 	DATA 	Keypress: right
308.9854 	DATA 	Keypress: left
309.1266 	DATA 	Keypress: left
309.2690 	DATA 	Keypress: left
309.4520 	DATA 	Keypress: left
309.6269 	DATA 	Keypress: left
309.8025 	DATA 	Keypress: left
309.9668 	DATA 	Keypress: left
310.1127 	DATA 	Keypress: left
310.2790 	DATA 	Keypress: left
310.4334 	DATA 	Keypress: left
310.5853 	DATA 	Keypress: left
310.7521 	DATA 	Keypress: left
310.9147 	DATA 	Keypress: left
312.2075 	DATA 	Keypress: right
314.9655 	DATA 	Keypress: right
342.3369 	DATA 	Keypress: right
344.2859 	DATA 	Keypress: right
344.5102 	DATA 	Keypress: right
344.6766 	DATA 	Keypress: right
344.8342 	DATA 	Keypress: right
345.0008 	DATA 	Keypress: right
345.1433 	DATA 	Keypress: right
345.3008 	DATA 	Keypress: right
345.4531 	DATA 	Keypress: right
345.6189 	DATA 	Keypress: right
345.9342 	DATA 	Keypress: right
346.2458 	DATA 	Keypress: right
346.7522 	DATA 	Keypress: right
364.6943 	DATA 	Keypress: right
369.8787 	DATA 	Keypress: left
371.9526 	DATA 	Keypress: space
372.1366 	DATA 	Keypress: space
372.2970 	DATA 	Keypress: space
372.4698 	DATA 	Keypress: space
372.9177 	DATA 	Keypress: space
373.0974 	DATA 	Keypress: space
373.3271 	DATA 	Keypress: space
373.4865 	DATA 	Keypress: space
373.6699 	DATA 	Keypress: space
373.7705 	DATA 	Keypress: space
373.9116 	DATA 	Keypress: space
374.1366 	DATA 	Keypress: space
374.3532 	DATA 	Keypress: space
374.5636 	DATA 	Keypress: space
374.7703 	DATA 	Keypress: space
375.0033 	DATA 	Keypress: space
375.2267 	DATA 	Keypress: space
375.4846 	DATA 	Keypress: space
375.5868 	DATA 	Keypress: space
375.7036 	DATA 	Keypress: space
375.8271 	DATA 	Keypress: space
375.9638 	DATA 	Keypress: space
376.1844 	DATA 	Keypress: space
376.3868 	DATA 	Keypress: space
376.6182 	DATA 	Keypress: space
376.8599 	DATA 	Keypress: space
377.0699 	DATA 	Keypress: space
377.2948 	DATA 	Keypress: space
377.5268 	DATA 	Keypress: space
377.7543 	DATA 	Keypress: space
378.0511 	DATA 	Keypress: space
378.2934 	DATA 	Keypress: space
381.6825 	DATA 	Keypress: left
382.5871 	DATA 	Keypress: space
382.9109 	DATA 	Keypress: space
383.0446 	DATA 	Keypress: space
383.7114 	DATA 	Keypress: space
383.9711 	DATA 	Keypress: space
384.2267 	DATA 	Keypress: space
384.4852 	DATA 	Keypress: space
384.7447 	DATA 	Keypress: space
384.7971 	DATA 	Keypress: space
384.9935 	DATA 	Keypress: space
385.0606 	DATA 	Keypress: space
385.3182 	DATA 	Keypress: space
385.3849 	DATA 	Keypress: space
385.5268 	DATA 	Keypress: space
385.5848 	DATA 	Keypress: space
385.6461 	DATA 	Keypress: space
385.8703 	DATA 	Keypress: space
385.9179 	DATA 	Keypress: space
386.0602 	DATA 	Keypress: space
386.1308 	DATA 	Keypress: space
386.1869 	DATA 	Keypress: space
386.3518 	DATA 	Keypress: space
386.4113 	DATA 	Keypress: space
386.4643 	DATA 	Keypress: space
386.6051 	DATA 	Keypress: space
386.6541 	DATA 	Keypress: space
386.7275 	DATA 	Keypress: space
386.8614 	DATA 	Keypress: space
386.9276 	DATA 	Keypress: space
386.9946 	DATA 	Keypress: space
387.1285 	DATA 	Keypress: space
387.2114 	DATA 	Keypress: space
387.2612 	DATA 	Keypress: space
387.3875 	DATA 	Keypress: space
387.5168 	DATA 	Keypress: space
390.9643 	DATA 	Keypress: left
391.4994 	DATA 	Keypress: space
393.0182 	DATA 	Keypress: space
393.2700 	DATA 	Keypress: space
393.3372 	DATA 	Keypress: space
393.4114 	DATA 	Keypress: space
393.5374 	DATA 	Keypress: space
393.6038 	DATA 	Keypress: space
393.6641 	DATA 	Keypress: space
393.8685 	DATA 	Keypress: space
