17.9586 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
47.1432 	DATA 	[STRUCTURE] Calibration started - Duration: 2s
47.2753 	DATA 	Keypress: left
47.2756 	DATA 	[DATA] Key press: left - count now: 1
47.4238 	DATA 	Keypress: left
47.4241 	DATA 	[DATA] Key press: left - count now: 2
47.5722 	DATA 	Keypress: left
47.5727 	DATA 	[DATA] Key press: left - count now: 3
47.6604 	DATA 	Keypress: left
47.6711 	DATA 	[DATA] Key press: left - count now: 4
47.7925 	DATA 	Keypress: left
47.7929 	DATA 	[DATA] Key press: left - count now: 5
47.9374 	DATA 	Keypress: left
47.9379 	DATA 	[DATA] Key press: left - count now: 6
48.0399 	DATA 	Keypress: left
48.0437 	DATA 	[DATA] Key press: left - count now: 7
48.1708 	DATA 	Keypress: left
48.1713 	DATA 	[DATA] Key press: left - count now: 8
48.2743 	DATA 	Keypress: left
48.2781 	DATA 	[DATA] Key press: left - count now: 9
48.4040 	DATA 	Keypress: left
48.4045 	DATA 	[DATA] Key press: left - count now: 10
48.5403 	DATA 	Keypress: left
48.5440 	DATA 	[DATA] Key press: left - count now: 11
48.7422 	DATA 	Keypress: left
48.7427 	DATA 	[DATA] Key press: left - count now: 12
48.8900 	DATA 	Keypress: left
48.8939 	DATA 	[DATA] Key press: left - count now: 13
49.0145 	DATA 	Keypress: left
49.0213 	DATA 	[DATA] Key press: left - count now: 14
49.1244 	DATA 	Keypress: left
49.1282 	DATA 	[DATA] Key press: left - count now: 15
49.1536 	DATA 	[STRUCTURE] Calibration completed - Final count: 15
49.2566 	DATA 	Keypress: left
49.9138 	DATA 	Keypress: space
49.9142 	DATA 	[DATA] Left-key clicks: 15
49.9142 	DATA 	[DATA] Hard clicks required: 24
50.8138 	DATA 	Keypress: space
50.8141 	DATA 	[STRUCTURE] Running practice trials
54.3798 	DATA 	Keypress: right
56.8373 	DATA 	Keypress: right
57.1106 	DATA 	Keypress: right
57.3199 	DATA 	Keypress: right
57.4632 	DATA 	Keypress: right
57.5865 	DATA 	Keypress: right
57.7297 	DATA 	Keypress: right
57.8442 	DATA 	Keypress: right
57.9776 	DATA 	Keypress: right
58.0861 	DATA 	Keypress: right
58.2295 	DATA 	Keypress: right
58.3219 	DATA 	Keypress: right
58.4862 	DATA 	Keypress: right
58.6195 	DATA 	Keypress: right
59.0240 	DATA 	Keypress: left
59.3441 	DATA 	Keypress: left
59.4774 	DATA 	Keypress: left
59.6107 	DATA 	Keypress: left
59.7530 	DATA 	Keypress: left
59.8867 	DATA 	Keypress: left
60.0233 	DATA 	Keypress: left
60.1773 	DATA 	Keypress: left
60.3107 	DATA 	Keypress: left
60.4528 	DATA 	Keypress: left
60.5896 	DATA 	Keypress: left
60.7373 	DATA 	Keypress: left
63.5765 	DATA 	Keypress: escape
65.2126 	DATA 	Keypress: escape
